相手先,"読み方: あいてさき
意味（ベトナム語）:Bên đối phương
使い方: 
"
回線,"読み方: かいせん
意味（ベトナム語）:Đường truyền
使い方: ・アクセス回線
・サービスへの接続回線
"
従量制,"読み方: じゅうりょうせい
意味（ベトナム語）:Kiểu chi trả theo số lượng 
(dùng bao nhiêu trả bấy nhiêu)
使い方: 
"
効率的,"読み方: こうりつてき
意味（ベトナム語）:                                                                                                                                                                           
使い方: ・仕事をするのにきびきびして効率的である
・効率的なコスト管理システムを作り上げる
類似表現: 能率的、合理的"
費用,"読み方: ひよう
意味（ベトナム語）:Chi phí
使い方: ・旅の費用
・費用を支払う
類似表現: コスト、代金、価格、料金"
単位,"読み方: たんい
意味（ベトナム語）:Đơn vị
使い方: ・メートルは長さの単位である
"
固定料金制,"読み方: こていりょうきんせい
意味（ベトナム語）:Kiểu chi trả cố định
使い方: 
"
蓄積,"読み方: ちくせき
意味（ベトナム語）:Tích trữ
使い方: 
"
宛先,"読み方: あてさき
意味（ベトナム語）:Nơi đến
使い方: ・電子メールの宛先
・宛先は必ずはっきり書くように
"
現在,"読み方: げんざい
意味（ベトナム語）:Hiện tại
使い方: 
"
個人向け,"読み方: こじんむけ
意味（ベトナム語）:Hướng đến, dành cho cá nhân
使い方: 
"
会社向け,"読み方: かいしゃむけ
意味（ベトナム語）:Hướng đến, dành cho công ty
使い方: 
"
提供,"読み方: ていきょう
意味（ベトナム語）:Cung cấp
使い方: ・条件として提供する
類似表現: 供給、供与、供する"
代表的,"読み方: だいひょうてき
意味（ベトナム語）:Tính đại diện, tiêu biểu
使い方: ・代表的な学生
類似表現: 特有、類型的"
光ファイバー,"読み方: ひかりふぁいばー
意味（ベトナム語）:Cáp quang
使い方: 
"
統合,"読み方: とうごう
意味（ベトナム語）:Tích hợp
使い方: ・私は事業所統合のプロジェクトメンバーに選ばれました
・二つの会社を一つに統合する
類似表現: 組合、連合、接合"
実現,"読み方: じつげん
意味（ベトナム語）:Thực hiện 
使い方: ・実現不能な条件
・夢が実現した
"
高速,"読み方: こうそく
意味（ベトナム語）:Tốc độ cao
使い方: 
"
